country,region,dev_level,year,gdp_growth,gdp_level,inflation,policy_rate,unemployment,current_account,debt_to_gdp,fx_change,biz_confidence,fin_stress_idx,shock_event
Italy,Europe,developed,2015,1.368,91.69,3.488,5.023,4.644,-2.169,188.74,1.752,55.77,0.4,China slowdown
Italy,Europe,developed,2016,1.421,92.99,3.123,5.522,4.104,0.471,195.18,-1.311,54.07,0.0,
Italy,Europe,developed,2017,0.649,93.6,2.147,4.667,5.04,3.618,202.57,-3.146,54.88,0.0,
Italy,Europe,developed,2018,1.64,95.13,1.852,4.72,3.176,0.533,204.82,0.594,52.15,0.0,
Italy,Europe,developed,2019,1.856,96.9,2.801,4.641,3.504,-4.312,208.58,-1.254,53.08,0.0,
Italy,Europe,developed,2020,-1.036,95.89,2.171,4.097,5.241,2.143,214.94,-4.508,36.6,2.8,COVID-19
Italy,Europe,developed,2021,1.642,97.47,3.405,4.357,4.397,-1.561,220.3,0.832,47.69,0.2,COVID recovery / stimulus
Italy,Europe,developed,2022,1.346,98.78,2.886,4.379,4.84,-0.635,221.95,-2.303,56.69,1.0,Inflation / rate hike cycle
Italy,Europe,developed,2023,-0.144,98.64,3.082,4.556,4.476,-1.166,225.04,1.558,50.8,0.4,Rates plateau
Italy,Europe,developed,2024,-0.839,97.81,2.643,4.231,6.066,-2.7,233.35,-0.109,43.02,0.0,
Spain,Europe,developed,1985,1.594,101.59,2.359,4.815,4.251,-2.456,58.03,-0.567,48.58,0.0,
Spain,Europe,developed,1986,1.244,102.86,1.76,4.234,5.379,0.113,60.88,-3.181,51.15,0.0,
Spain,Europe,developed,1987,1.262,104.16,1.272,4.343,3.768,-0.573,62.21,0.847,49.63,0.8,Black Monday
Spain,Europe,developed,1988,1.284,105.49,1.429,3.815,4.601,0.477,64.35,-0.39,55.6,0.0,
Spain,Europe,developed,1989,1.322,106.89,1.498,3.721,5.188,-2.681,68.22,-3.336,53.96,0.0,
Spain,Europe,developed,1990,1.716,108.72,2.399,3.9,3.862,0.062,70.06,-1.392,52.22,0.6,Gulf War / S&L crisis
Spain,Europe,developed,1991,1.006,109.82,2.031,3.525,3.817,0.781,73.63,0.754,54.41,0.5,Recession
Spain,Europe,developed,1992,1.307,111.25,2.539,3.787,4.301,-1.062,80.51,-0.766,51.27,0.0,
Spain,Europe,developed,1993,1.741,113.19,2.833,3.425,4.691,-0.188,80.59,2.428,56.23,0.0,
Spain,Europe,developed,1994,1.047,114.37,4.288,4.218,4.471,3.18,83.61,-0.442,50.64,0.0,
Spain,Europe,developed,1995,1.634,116.24,4.411,4.706,3.788,0.26,86.17,-3.09,49.67,0.0,
Spain,Europe,developed,1996,2.065,118.64,2.048,4.698,3.729,2.616,87.77,1.605,53.97,0.0,
Spain,Europe,developed,1997,1.637,120.58,2.996,4.605,4.68,-1.987,91.2,1.847,53.67,1.2,Asian Financial Crisis
Spain,Europe,developed,1998,2.518,123.62,2.26,4.06,3.244,1.321,94.66,0.427,50.92,1.0,LTCM / Russia default
Spain,Europe,developed,1999,2.848,127.14,1.428,4.449,5.005,0.733,98.23,-0.514,51.69,0.0,
Spain,Europe,developed,2000,2.275,130.03,0.868,3.569,4.724,0.546,101.36,0.022,55.17,0.0,
Spain,Europe,developed,2001,1.885,132.48,1.185,3.654,3.96,-0.684,101.18,-3.411,52.13,0.9,Dot-com bust / 9-11
Spain,Europe,developed,2002,1.467,134.43,0.477,3.309,4.293,-4.312,101.99,1.571,53.43,0.7,Corporate scandals
Spain,Europe,developed,2003,0.908,135.65,1.108,3.539,4.934,-0.191,103.86,-0.691,53.67,0.0,
Spain,Europe,developed,2004,1.298,137.41,1.99,3.606,4.76,0.189,108.16,2.045,50.83,0.0,
Spain,Europe,developed,2005,0.389,137.94,3.427,3.968,3.948,-1.428,112.88,-0.687,49.44,0.0,
Spain,Europe,developed,2006,1.632,140.2,2.504,3.74,4.29,0.781,116.65,1.971,54.68,0.0,
Spain,Europe,developed,2007,2.018,143.02,2.396,3.894,4.045,0.43,120.95,1.292,55.18,0.0,
Spain,Europe,developed,2008,-1.172,141.35,3.201,3.931,5.683,4.413,123.98,-0.129,41.36,3.0,Global Financial Crisis
Spain,Europe,developed,2009,-1.076,139.83,2.438,3.939,5.139,-0.703,128.52,-3.684,46.09,2.5,GFC trough
Spain,Europe,developed,2010,-0.364,139.32,2.285,4.916,5.379,-1.439,131.13,-1.671,51.9,0.0,
Spain,Europe,developed,2011,-0.292,138.91,2.866,4.776,5.512,-1.693,133.01,0.489,49.87,0.6,Euro debt crisis
Spain,Europe,developed,2012,0.481,139.58,2.245,4.872,4.388,-1.043,134.92,2.829,53.1,0.0,
Spain,Europe,developed,2013,1.223,141.29,3.394,6.122,3.534,-1.477,137.8,-1.82,49.83,0.0,
Spain,Europe,developed,2014,1.238,143.04,2.342,5.957,4.407,0.962,142.91,1.404,51.97,0.0,
Spain,Europe,developed,2015,2.521,146.64,2.451,5.059,3.238,-3.481,146.39,-0.079,54.1,0.4,China slowdown
Spain,Europe,developed,2016,3.597,151.92,3.0,5.535,2.736,-1.998,149.82,0.346,53.42,0.0,
Spain,Europe,developed,2017,3.09,156.61,3.011,5.528,3.048,-1.079,153.02,0.178,59.54,0.0,
Spain,Europe,developed,2018,3.466,162.04,2.773,5.401,3.486,1.222,155.59,1.649,61.6,0.0,
Spain,Europe,developed,2019,3.874,168.32,4.241,5.489,3.07,0.023,158.8,-1.671,55.23,0.0,
Spain,Europe,developed,2020,0.461,169.09,3.168,5.447,4.372,-2.199,164.0,-0.28,52.11,2.8,COVID-19
Spain,Europe,developed,2021,3.112,174.36,4.573,5.462,2.8,3.166,165.93,-2.56,57.26,0.2,COVID recovery / stimulus
Spain,Europe,developed,2022,1.88,177.63,5.636,5.93,4.675,-1.612,167.63,1.094,54.18,1.0,Inflation / rate hike cycle
Spain,Europe,developed,2023,1.238,179.83,3.213,5.558,4.354,2.331,170.02,-0.233,54.32,0.4,Rates plateau
Spain,Europe,developed,2024,-0.0,179.83,3.998,5.151,5.166,0.493,176.82,0.803,42.87,0.0,
Netherlands,Europe,developed,1985,1.529,101.53,2.111,3.712,4.474,1.579,63.43,-0.462,48.28,0.0,
Netherlands,Europe,developed,1986,1.374,102.92,2.422,3.337,4.629,1.817,65.9,-6.254,49.6,0.0,
Netherlands,Europe,developed,1987,2.362,105.35,1.984,2.636,4.437,0.027,70.01,0.559,55.68,0.8,Black Monday
Netherlands,Europe,developed,1988,2.489,107.98,2.545,3.881,4.241,-3.161,72.97,2.119,59.83,0.0,
Netherlands,Europe,developed,1989,2.111,110.26,3.368,4.556,5.231,-1.5,74.32,-1.023,53.81,0.0,
Netherlands,Europe,developed,1990,0.829,111.17,1.094,3.977,4.77,-0.986,80.88,0.298,54.75,0.6,Gulf War / S&L crisis
Netherlands,Europe,developed,1991,0.379,111.59,2.063,3.955,5.495,0.112,84.77,0.714,49.08,0.5,Recession
Netherlands,Europe,developed,1992,1.027,112.74,3.838,4.164,4.696,2.516,89.8,-0.528,45.42,0.0,
Netherlands,Europe,developed,1993,1.58,114.52,1.694,4.597,4.295,1.999,90.76,-3.013,54.73,0.0,
Netherlands,Europe,developed,1994,1.665,116.43,1.362,4.343,5.551,1.669,95.55,1.879,58.6,0.0,
Netherlands,Europe,developed,1995,1.635,118.33,-0.154,3.674,4.588,-1.94,97.76,-0.737,58.59,0.0,
Netherlands,Europe,developed,1996,2.176,120.9,0.798,3.684,3.894,0.395,97.81,-4.012,55.89,0.0,
Netherlands,Europe,developed,1997,1.846,123.14,2.174,4.358,4.862,-1.996,99.95,0.909,59.81,1.2,Asian Financial Crisis
Netherlands,Europe,developed,1998,2.413,126.11,2.909,4.354,3.352,1.578,100.43,-0.749,53.69,1.0,LTCM / Russia default
Netherlands,Europe,developed,1999,3.265,130.23,2.443,3.49,3.62,-1.398,102.59,-0.306,57.34,0.0,
Netherlands,Europe,developed,2000,3.423,134.68,1.128,3.24,3.63,-1.228,101.34,1.599,61.93,0.0,
Netherlands,Europe,developed,2001,2.14,137.57,-0.35,3.088,3.1,0.618,101.96,-1.615,52.23,0.9,Dot-com bust / 9-11
Netherlands,Europe,developed,2002,1.515,139.65,-0.437,2.846,4.019,1.96,105.0,-0.664,49.79,0.7,Corporate scandals
Netherlands,Europe,developed,2003,0.648,140.55,0.283,2.359,3.49,-1.071,105.75,3.667,46.51,0.0,
Netherlands,Europe,developed,2004,0.121,140.73,1.514,2.868,4.567,-1.264,109.86,-4.508,44.72,0.0,
Netherlands,Europe,developed,2005,0.422,141.32,2.851,2.907,4.839,2.268,116.9,-1.409,51.01,0.0,
Netherlands,Europe,developed,2006,1.91,144.02,1.463,3.324,3.536,0.205,119.01,-1.755,51.83,0.0,
Netherlands,Europe,developed,2007,2.098,147.04,2.367,3.434,3.986,1.142,119.66,1.369,57.7,0.0,
Netherlands,Europe,developed,2008,0.936,148.42,2.623,3.366,4.916,1.638,121.82,-5.13,43.86,3.0,Global Financial Crisis
Netherlands,Europe,developed,2009,-1.144,146.72,2.15,3.627,5.27,-3.685,121.91,-13.135,41.68,2.5,GFC trough
Netherlands,Europe,developed,2010,-1.072,145.15,1.558,3.013,5.316,2.645,126.65,0.165,45.94,0.0,
Netherlands,Europe,developed,2011,-0.864,143.89,2.244,3.205,4.978,0.073,126.13,0.35,48.93,0.6,Euro debt crisis
Netherlands,Europe,developed,2012,-0.316,143.44,3.649,3.139,5.267,-0.072,129.21,-0.723,49.53,0.0,
Netherlands,Europe,developed,2013,0.772,144.55,4.421,3.69,5.022,-1.404,133.94,-2.25,55.2,0.0,
Netherlands,Europe,developed,2014,2.405,148.02,3.839,3.274,3.523,2.464,137.64,-0.054,59.04,0.0,
Netherlands,Europe,developed,2015,2.415,151.6,4.236,4.255,4.554,0.718,142.52,-1.285,53.43,0.4,China slowdown
Netherlands,Europe,developed,2016,3.335,156.65,3.961,5.05,3.394,-1.173,145.7,2.284,60.0,0.0,
Netherlands,Europe,developed,2017,1.974,159.75,3.397,5.888,3.906,-3.601,153.47,0.946,54.73,0.0,
Netherlands,Europe,developed,2018,1.758,162.55,3.983,5.786,4.695,1.084,158.1,-0.304,53.87,0.0,
Netherlands,Europe,developed,2019,2.446,166.53,2.894,5.074,4.084,1.262,162.73,0.547,55.15,0.0,
Netherlands,Europe,developed,2020,-0.193,166.21,2.469,4.629,4.941,4.041,163.86,-1.359,43.59,2.8,COVID-19
Netherlands,Europe,developed,2021,2.195,169.86,1.757,4.62,3.712,-4.198,169.17,2.943,59.56,0.2,COVID recovery / stimulus
Netherlands,Europe,developed,2022,1.462,172.34,3.943,5.425,5.11,2.267,171.7,-0.18,52.97,1.0,Inflation / rate hike cycle
Netherlands,Europe,developed,2023,0.21,172.7,3.3,6.249,5.215,2.947,177.26,-0.536,50.87,0.4,Rates plateau
Netherlands,Europe,developed,2024,0.168,172.99,2.269,6.311,5.602,-1.982,184.5,-0.255,51.44,0.0,
Sweden,Europe,developed,1985,2.676,102.68,2.595,3.733,4.367,0.619,63.12,-1.905,62.05,0.0,
Sweden,Europe,developed,1986,2.889,105.64,3.007,3.363,3.144,2.476,65.46,-4.19,59.13,0.0,
Sweden,Europe,developed,1987,2.14,107.9,3.978,3.819,4.032,2.358,65.85,-2.639,52.27,0.8,Black Monday
Sweden,Europe,developed,1988,2.702,110.82,2.478,3.279,4.061,-1.206,66.91,-3.917,53.59,0.0,
Sweden,Europe,developed,1989,2.622,113.72,3.087,3.31,4.518,-1.369,67.42,2.689,56.1,0.0,
Sweden,Europe,developed,1990,1.515,115.45,2.915,4.064,4.976,-1.634,69.76,-0.154,49.0,0.6,Gulf War / S&L crisis
Sweden,Europe,developed,1991,0.803,116.37,2.823,4.546,5.202,-0.658,72.09,1.022,48.92,0.5,Recession
Sweden,Europe,developed,1992,1.555,118.18,2.548,4.106,3.744,2.894,74.2,3.056,51.7,0.0,
Sweden,Europe,developed,1993,1.941,120.48,4.312,4.123,3.08,2.573,74.88,-0.795,52.29,0.0,
Sweden,Europe,developed,1994,2.217,123.15,3.049,4.225,4.116,-2.017,75.77,-1.07,50.33,0.0,
Sweden,Europe,developed,1995,2.009,125.62,2.895,4.173,3.86,-0.04,76.8,1.054,58.49,0.0,
Sweden,Europe,developed,1996,1.828,127.92,3.064,4.218,4.269,3.132,80.24,-3.926,55.17,0.0,
Sweden,Europe,developed,1997,2.231,130.77,2.802,4.721,3.54,-2.971,83.11,-3.813,51.53,1.2,Asian Financial Crisis
Sweden,Europe,developed,1998,2.685,134.29,0.948,3.856,3.141,-0.127,84.64,3.054,56.46,1.0,LTCM / Russia default
Sweden,Europe,developed,1999,2.911,138.19,1.235,3.871,3.113,1.714,84.52,1.84,59.62,0.0,
Sweden,Europe,developed,2000,2.91,142.22,1.207,3.88,2.114,0.605,86.41,0.077,58.18,0.0,
Sweden,Europe,developed,2001,1.838,144.83,0.329,3.393,4.115,0.23,89.15,2.52,48.77,0.9,Dot-com bust / 9-11
Sweden,Europe,developed,2002,1.604,147.15,1.613,2.614,4.288,-1.171,90.7,-1.754,51.43,0.7,Corporate scandals
Sweden,Europe,developed,2003,2.907,151.43,0.639,2.056,2.895,3.455,91.46,0.297,54.85,0.0,
Sweden,Europe,developed,2004,2.214,154.78,0.683,2.99,4.589,-1.706,94.91,-1.328,49.28,0.0,
Sweden,Europe,developed,2005,2.872,159.23,1.835,3.529,3.329,-0.334,98.55,0.773,54.8,0.0,
Sweden,Europe,developed,2006,1.783,162.07,1.919,3.936,3.51,1.278,101.84,1.465,56.33,0.0,
Sweden,Europe,developed,2007,1.52,164.53,0.601,3.322,4.684,-1.084,103.02,-3.283,58.43,0.0,
Sweden,Europe,developed,2008,-0.464,163.77,2.087,3.585,5.521,-0.489,106.24,-2.125,44.7,3.0,Global Financial Crisis
Sweden,Europe,developed,2009,-2.127,160.28,1.982,2.87,6.816,-1.322,111.04,2.055,40.85,2.5,GFC trough
Sweden,Europe,developed,2010,-0.988,158.7,1.9,2.502,5.269,2.959,113.95,-1.602,46.39,0.0,
Sweden,Europe,developed,2011,0.219,159.05,2.757,2.928,4.762,1.147,115.66,-0.806,52.17,0.6,Euro debt crisis
Sweden,Europe,developed,2012,1.289,161.1,1.78,2.583,4.41,3.452,114.34,0.563,48.56,0.0,
Sweden,Europe,developed,2013,1.186,163.01,1.492,2.392,4.14,0.014,115.73,-2.833,54.81,0.0,
Sweden,Europe,developed,2014,1.941,166.17,2.228,2.004,4.179,1.352,115.78,-0.11,53.7,0.0,
Sweden,Europe,developed,2015,2.981,171.13,3.472,1.983,4.756,-1.83,119.58,1.439,52.42,0.4,China slowdown
Sweden,Europe,developed,2016,3.132,176.48,3.052,2.769,3.549,2.393,121.79,-0.711,59.81,0.0,
Sweden,Europe,developed,2017,3.297,182.3,3.387,3.037,2.829,-1.135,122.66,1.096,59.8,0.0,
Sweden,Europe,developed,2018,2.98,187.74,4.214,4.24,3.632,-1.644,128.48,-0.846,56.59,0.0,
Sweden,Europe,developed,2019,2.631,192.68,3.02,3.834,4.001,-1.567,137.29,-2.538,51.71,0.0,
Sweden,Europe,developed,2020,-0.121,192.44,3.789,4.068,5.346,-3.687,139.93,-3.266,44.5,2.8,COVID-19
Sweden,Europe,developed,2021,1.264,194.87,3.384,4.039,3.952,0.793,143.87,1.313,54.49,0.2,COVID recovery / stimulus
Sweden,Europe,developed,2022,1.332,197.47,5.165,4.757,4.59,0.283,146.83,-1.674,48.32,1.0,Inflation / rate hike cycle
Sweden,Europe,developed,2023,1.552,200.54,3.787,4.686,3.893,-2.421,152.43,-0.439,49.85,0.4,Rates plateau
Sweden,Europe,developed,2024,2.249,205.05,2.941,4.191,4.386,-1.074,154.85,-0.26,58.11,0.0,
Switzerland,Europe,developed,1985,1.812,101.81,0.241,2.503,3.851,3.776,61.9,-4.182,56.11,0.0,
Switzerland,Europe,developed,1986,2.976,104.84,1.693,3.434,3.002,1.824,62.21,0.301,54.45,0.0,
Switzerland,Europe,developed,1987,1.995,106.93,1.138,3.654,4.403,0.554,61.67,-0.605,51.7,0.8,Black Monday
Switzerland,Europe,developed,1988,2.468,109.57,2.093,4.154,3.388,-5.479,60.16,2.575,55.65,0.0,
Switzerland,Europe,developed,1989,1.851,111.6,3.228,4.872,4.087,-0.587,62.22,-0.154,59.94,0.0,
Switzerland,Europe,developed,1990,1.372,113.13,3.613,5.495,3.729,1.51,64.31,-5.756,46.23,0.6,Gulf War / S&L crisis
Switzerland,Europe,developed,1991,-0.032,113.09,3.682,5.512,5.108,3.902,64.89,-0.799,49.82,0.5,Recession
Switzerland,Europe,developed,1992,-0.016,113.08,3.208,4.736,5.713,-1.363,71.88,-0.667,53.04,0.0,
Switzerland,Europe,developed,1993,0.406,113.54,2.782,4.418,4.857,0.636,73.14,-0.725,49.3,0.0,
Switzerland,Europe,developed,1994,2.134,115.96,2.394,5.042,3.835,0.519,72.97,-1.252,56.56,0.0,
Switzerland,Europe,developed,1995,3.002,119.44,2.333,5.56,3.819,3.255,75.17,4.441,56.88,0.0,
Switzerland,Europe,developed,1996,2.242,122.12,1.138,6.052,4.289,-0.668,80.36,1.394,62.13,0.0,
Switzerland,Europe,developed,1997,0.723,123.0,1.106,5.232,3.652,2.121,82.98,1.507,56.69,1.2,Asian Financial Crisis
Switzerland,Europe,developed,1998,0.42,123.52,0.662,4.645,5.284,-1.133,84.85,2.276,50.3,1.0,LTCM / Russia default
Switzerland,Europe,developed,1999,-0.462,122.95,-0.211,4.437,5.432,-1.524,87.78,0.45,50.92,0.0,
Switzerland,Europe,developed,2000,-0.711,122.07,-0.601,3.662,5.306,1.144,88.49,1.255,51.3,0.0,
Switzerland,Europe,developed,2001,-0.691,121.23,-0.214,2.944,4.928,-0.144,94.09,0.186,43.61,0.9,Dot-com bust / 9-11
Switzerland,Europe,developed,2002,-0.844,120.21,0.188,2.302,5.665,1.046,98.84,3.151,49.24,0.7,Corporate scandals
Switzerland,Europe,developed,2003,-0.743,119.31,-0.333,1.766,5.146,-2.277,100.71,-0.489,45.92,0.0,
Switzerland,Europe,developed,2004,-0.297,118.96,0.917,1.735,6.384,0.341,102.74,0.093,49.94,0.0,
Switzerland,Europe,developed,2005,0.488,119.54,2.635,1.736,5.185,0.416,101.99,1.111,55.16,0.0,
Switzerland,Europe,developed,2006,0.302,119.9,2.341,1.305,4.22,2.096,103.36,-2.56,51.53,0.0,
Switzerland,Europe,developed,2007,0.363,120.33,1.736,1.792,4.238,-1.811,106.12,1.778,54.72,0.0,
Switzerland,Europe,developed,2008,-2.377,117.47,3.009,1.679,7.101,-2.268,112.32,-4.118,39.17,3.0,Global Financial Crisis
Switzerland,Europe,developed,2009,-4.042,112.73,1.809,1.813,7.547,-0.141,116.48,0.033,29.89,2.5,GFC trough
Switzerland,Europe,developed,2010,-3.069,109.27,1.875,2.189,7.343,1.559,120.75,1.295,39.47,0.0,
Switzerland,Europe,developed,2011,-2.244,106.81,1.417,1.482,6.289,0.371,125.39,1.027,43.29,0.6,Euro debt crisis
Switzerland,Europe,developed,2012,-0.899,105.85,1.339,1.629,5.086,0.739,129.61,-1.381,47.66,0.0,
Switzerland,Europe,developed,2013,-0.598,105.22,0.89,1.06,5.932,2.131,133.28,4.037,47.77,0.0,
Switzerland,Europe,developed,2014,1.82,107.14,0.77,1.283,3.891,0.745,136.91,-0.099,60.39,0.0,
Switzerland,Europe,developed,2015,1.779,109.04,0.863,1.024,4.32,-0.268,137.62,-1.452,62.16,0.4,China slowdown
Switzerland,Europe,developed,2016,1.626,110.81,-0.236,0.63,4.161,1.093,140.51,1.784,52.58,0.0,
Switzerland,Europe,developed,2017,1.874,112.89,-0.649,0.252,3.604,-2.377,144.18,1.932,58.13,0.0,
Switzerland,Europe,developed,2018,1.879,115.01,0.342,0.0,4.492,0.354,146.87,1.017,52.26,0.0,
Switzerland,Europe,developed,2019,0.96,116.12,-0.056,0.255,4.865,-2.736,146.73,-1.07,51.6,0.0,
Switzerland,Europe,developed,2020,-2.647,113.04,-1.152,0.0,6.367,-2.361,149.57,1.619,36.43,2.8,COVID-19
Switzerland,Europe,developed,2021,1.18,114.38,0.033,0.0,4.992,-0.612,153.45,1.208,51.85,0.2,COVID recovery / stimulus
Switzerland,Europe,developed,2022,0.723,115.2,2.623,1.023,4.365,0.082,155.68,0.981,46.93,1.0,Inflation / rate hike cycle
Switzerland,Europe,developed,2023,1.302,116.7,2.082,0.879,4.953,4.468,159.74,2.59,53.07,0.4,Rates plateau
Switzerland,Europe,developed,2024,0.43,117.2,0.43,0.948,4.489,-1.829,161.94,1.462,46.84,0.0,
Japan,Asia,developed,1985,1.231,101.23,2.008,1.821,4.82,-0.969,63.05,1.832,56.33,0.0,
Japan,Asia,developed,1986,1.844,103.1,0.845,2.33,3.652,0.519,65.45,0.957,57.16,0.0,
Japan,Asia,developed,1987,0.951,104.08,-0.16,2.372,4.617,2.299,67.63,-2.522,54.47,0.8,Black Monday
Japan,Asia,developed,1988,0.866,104.98,0.306,1.898,5.389,-1.753,69.08,0.363,49.61,0.0,
Japan,Asia,developed,1989,1.223,106.26,1.694,1.898,4.586,-5.499,71.02,-0.894,51.62,0.0,
Japan,Asia,developed,1990,1.221,107.56,1.464,1.971,4.201,-3.834,70.87,1.723,46.54,0.6,Gulf War / S&L crisis
Japan,Asia,developed,1991,-0.069,107.49,1.138,2.631,5.419,-1.114,76.11,-1.582,51.8,0.5,Recession
Japan,Asia,developed,1992,-0.492,106.96,1.929,2.478,4.732,-0.434,79.38,-1.328,50.02,0.0,
Japan,Asia,developed,1993,-0.344,106.59,2.199,2.76,5.141,-0.883,82.44,0.681,55.04,0.0,
Japan,Asia,developed,1994,0.681,107.32,2.7,4.248,4.918,0.969,86.7,-2.588,50.94,0.0,
Japan,Asia,developed,1995,0.582,107.94,2.838,4.231,4.778,2.175,91.35,-0.935,49.93,0.0,
Japan,Asia,developed,1996,1.493,109.55,3.05,3.759,4.097,0.331,95.49,1.145,55.83,0.0,
Japan,Asia,developed,1997,1.366,111.05,2.819,3.67,4.187,0.038,98.18,-4.377,50.96,1.2,Asian Financial Crisis
Japan,Asia,developed,1998,1.073,112.24,2.064,3.573,4.708,-2.158,97.76,-1.076,53.87,1.0,LTCM / Russia default
Japan,Asia,developed,1999,2.192,114.7,2.437,3.17,3.788,0.513,100.39,0.587,54.56,0.0,
Japan,Asia,developed,2000,2.058,117.06,2.446,3.737,3.568,-0.69,97.49,-1.737,55.29,0.0,
Japan,Asia,developed,2001,0.407,117.54,2.165,3.679,3.667,0.431,98.67,0.562,45.71,0.9,Dot-com bust / 9-11
Japan,Asia,developed,2002,0.218,117.79,1.624,3.638,4.953,-0.51,98.68,-3.202,47.58,0.7,Corporate scandals
Japan,Asia,developed,2003,0.534,118.42,0.972,3.608,4.594,-1.93,101.03,0.4,52.75,0.0,
Japan,Asia,developed,2004,1.902,120.67,0.403,3.279,4.262,-0.047,102.46,-2.979,54.81,0.0,
Japan,Asia,developed,2005,1.157,122.07,-0.899,2.361,3.898,1.168,106.04,-1.298,53.08,0.0,
Japan,Asia,developed,2006,0.128,122.23,-0.955,1.968,5.348,-1.426,110.73,-2.505,46.68,0.0,
Japan,Asia,developed,2007,0.897,123.32,0.733,2.11,4.531,-4.39,109.11,0.279,51.92,0.0,
Japan,Asia,developed,2008,-2.316,120.47,1.429,1.995,6.63,0.273,115.22,-1.171,39.47,3.0,Global Financial Crisis
Japan,Asia,developed,2009,-4.049,115.59,3.135,2.255,7.215,1.05,123.22,-5.165,35.71,2.5,GFC trough
Japan,Asia,developed,2010,-2.866,112.28,2.753,1.817,6.696,-1.303,126.95,-1.154,46.22,0.0,
Japan,Asia,developed,2011,-0.885,111.28,2.736,2.127,5.256,2.212,129.43,-1.423,48.78,0.6,Euro debt crisis
Japan,Asia,developed,2012,-0.612,110.6,2.319,1.659,5.658,3.882,133.7,2.468,45.42,0.0,
Japan,Asia,developed,2013,0.058,110.67,1.26,1.614,5.357,0.204,133.5,-2.768,46.05,0.0,
Japan,Asia,developed,2014,0.713,111.45,2.819,2.612,3.695,2.842,138.21,-3.696,51.47,0.0,
Japan,Asia,developed,2015,1.387,113.0,2.646,2.404,4.612,-4.275,140.38,1.722,53.88,0.4,China slowdown
Japan,Asia,developed,2016,1.116,114.26,2.988,3.197,5.097,1.749,145.56,0.809,54.52,0.0,
Japan,Asia,developed,2017,1.266,115.71,2.361,2.866,3.889,-0.564,148.91,2.413,54.09,0.0,
Japan,Asia,developed,2018,1.926,117.94,2.912,3.15,4.334,-0.487,154.38,0.638,52.85,0.0,
Japan,Asia,developed,2019,1.917,120.2,3.808,3.614,4.265,1.092,155.41,0.119,52.21,0.0,
Japan,Asia,developed,2020,-1.563,118.32,3.857,3.972,5.629,0.893,159.89,-2.42,37.01,2.8,COVID-19
Japan,Asia,developed,2021,1.327,119.89,4.046,3.76,3.876,3.136,164.08,-3.621,49.4,0.2,COVID recovery / stimulus
Japan,Asia,developed,2022,0.403,120.37,6.746,4.676,5.452,0.704,169.31,-4.455,52.16,1.0,Inflation / rate hike cycle
Japan,Asia,developed,2023,0.176,120.59,5.617,4.934,5.0,0.704,173.49,-0.636,48.99,0.4,Rates plateau
Japan,Asia,developed,2024,0.118,120.73,5.938,5.966,4.561,1.137,177.08,-3.911,53.49,0.0,
Australia,AsiaPacific,developed,1985,1.778,101.78,3.241,4.489,4.005,0.82,63.44,-1.875,55.33,0.0,
Australia,AsiaPacific,developed,1986,2.101,103.92,2.088,4.278,4.64,3.353,67.06,-2.257,55.22,0.0,
Australia,AsiaPacific,developed,1987,2.486,106.5,2.835,4.677,3.938,-0.145,68.11,-3.896,53.86,0.8,Black Monday
Australia,AsiaPacific,developed,1988,2.676,109.35,3.214,4.267,3.984,4.109,70.34,-0.338,55.71,0.0,
Australia,AsiaPacific,developed,1989,3.927,113.64,2.252,4.412,2.637,-1.094,71.99,2.769,62.41,0.0,
Australia,AsiaPacific,developed,1990,3.194,117.27,2.211,5.387,3.189,-1.142,70.71,2.879,57.41,0.6,Gulf War / S&L crisis
Australia,AsiaPacific,developed,1991,3.646,121.55,1.283,5.627,3.212,1.612,69.56,3.301,57.87,0.5,Recession
Australia,AsiaPacific,developed,1992,3.411,125.7,2.042,5.094,3.005,-0.927,67.9,1.861,59.67,0.0,
Australia,AsiaPacific,developed,1993,2.838,129.26,2.413,4.882,3.745,-1.255,68.27,2.13,54.88,0.0,
Australia,AsiaPacific,developed,1994,4.041,134.49,2.467,4.54,3.593,1.262,71.44,2.391,55.26,0.0,
Australia,AsiaPacific,developed,1995,3.655,139.4,2.336,4.045,3.041,2.673,73.69,-2.643,51.86,0.0,
Australia,AsiaPacific,developed,1996,4.44,145.59,2.297,3.932,2.643,-2.955,78.07,-0.725,62.03,0.0,
Australia,AsiaPacific,developed,1997,3.581,150.81,3.649,4.437,3.636,1.438,81.4,0.351,53.3,1.2,Asian Financial Crisis
Australia,AsiaPacific,developed,1998,4.175,157.1,2.568,4.566,2.92,0.805,82.51,0.609,54.95,1.0,LTCM / Russia default
Australia,AsiaPacific,developed,1999,2.882,161.63,2.562,4.136,2.692,0.274,85.64,1.035,56.85,0.0,
Australia,AsiaPacific,developed,2000,1.702,164.38,1.461,4.664,3.625,1.222,86.96,0.471,51.14,0.0,
Australia,AsiaPacific,developed,2001,1.413,166.7,1.694,4.175,3.768,0.536,87.29,1.097,58.6,0.9,Dot-com bust / 9-11
Australia,AsiaPacific,developed,2002,2.09,170.19,2.388,4.111,2.986,-2.645,92.37,-1.546,50.23,0.7,Corporate scandals
Australia,AsiaPacific,developed,2003,2.168,173.88,1.561,3.42,3.891,-1.783,93.19,-1.281,55.44,0.0,
Australia,AsiaPacific,developed,2004,2.187,177.68,1.606,3.573,3.836,-0.557,96.47,1.605,53.46,0.0,
