year,dev_level,macro_var,asset_class,correlation,n_obs
2005,developed,gdp_growth,commodities,0.0423,65
2005,developed,gdp_growth,cash,0.2285,65
2005,developed,inflation,equities,-0.0257,65
2005,developed,inflation,bonds,-0.3885,65
2005,developed,inflation,real_estate,0.2656,65
2005,developed,inflation,commodities,0.0961,65
2005,developed,inflation,cash,0.4043,65
2005,developed,policy_rate,equities,0.0189,65
2005,developed,policy_rate,bonds,-0.0539,65
2005,developed,policy_rate,real_estate,-0.1142,65
2005,developed,policy_rate,commodities,-0.1289,65
2005,developed,policy_rate,cash,0.9347,65
2005,developed,unemployment,equities,-0.1792,65
2005,developed,unemployment,bonds,0.2077,65
2005,developed,unemployment,real_estate,-0.2062,65
2005,developed,unemployment,commodities,0.0152,65
2005,developed,unemployment,cash,-0.3544,65
2005,developed,current_account,equities,0.0783,65
2005,developed,current_account,bonds,-0.017,65
2005,developed,current_account,real_estate,-0.0515,65
2005,developed,current_account,commodities,0.0426,65
2005,developed,current_account,cash,-0.1867,65
2005,developed,debt_to_gdp,equities,0.0998,65
2005,developed,debt_to_gdp,bonds,-0.0121,65
2005,developed,debt_to_gdp,real_estate,-0.2572,65
2005,developed,debt_to_gdp,commodities,0.027,65
2005,developed,debt_to_gdp,cash,0.2911,65
2005,developed,fx_change,equities,0.2257,65
2005,developed,fx_change,bonds,0.0327,65
2005,developed,fx_change,real_estate,-0.2548,65
2005,developed,fx_change,commodities,-0.2313,65
2005,developed,fx_change,cash,0.0809,65
2005,developed,biz_confidence,equities,0.1487,65
2005,developed,biz_confidence,bonds,-0.0694,65
2005,developed,biz_confidence,real_estate,0.3138,65
2005,developed,biz_confidence,commodities,0.1829,65
2005,developed,biz_confidence,cash,0.0623,65
2006,developed,gdp_growth,equities,0.0761,65
2006,developed,gdp_growth,bonds,-0.3618,65
2006,developed,gdp_growth,real_estate,0.3098,65
2006,developed,gdp_growth,commodities,0.0706,65
2006,developed,gdp_growth,cash,0.3028,65
2006,developed,inflation,equities,-0.0983,65
2006,developed,inflation,bonds,-0.4186,65
2006,developed,inflation,real_estate,0.2849,65
2006,developed,inflation,commodities,0.1201,65
2006,developed,inflation,cash,0.4259,65
2006,developed,policy_rate,equities,-0.0906,65
2006,developed,policy_rate,bonds,-0.1317,65
2006,developed,policy_rate,real_estate,0.0027,65
2006,developed,policy_rate,commodities,-0.009,65
2006,developed,policy_rate,cash,0.9307,65
2006,developed,unemployment,equities,-0.111,65
2006,developed,unemployment,bonds,0.3,65
2006,developed,unemployment,real_estate,-0.2037,65
2006,developed,unemployment,commodities,-0.0331,65
2006,developed,unemployment,cash,-0.3679,65
2006,developed,current_account,equities,0.1183,65
2006,developed,current_account,bonds,-0.0777,65
2006,developed,current_account,real_estate,-0.0141,65
2006,developed,current_account,commodities,0.1112,65
2006,developed,current_account,cash,-0.1068,65
2006,developed,debt_to_gdp,equities,-0.0183,65
2006,developed,debt_to_gdp,bonds,0.1489,65
2006,developed,debt_to_gdp,real_estate,-0.0518,65
2006,developed,debt_to_gdp,commodities,0.0067,65
2006,developed,debt_to_gdp,cash,0.3523,65
2006,developed,fx_change,equities,0.2136,65
2006,developed,fx_change,bonds,0.0953,65
2006,developed,fx_change,real_estate,-0.1864,65
2006,developed,fx_change,commodities,-0.0698,65
2006,developed,fx_change,cash,0.2226,65
2006,developed,biz_confidence,equities,0.1935,65
2006,developed,biz_confidence,bonds,-0.0361,65
2006,developed,biz_confidence,real_estate,0.2671,65
2006,developed,biz_confidence,commodities,0.1383,65
2006,developed,biz_confidence,cash,0.0922,65
2007,developed,gdp_growth,equities,0.1426,65
2007,developed,gdp_growth,bonds,-0.3083,65
2007,developed,gdp_growth,real_estate,0.166,65
2007,developed,gdp_growth,commodities,0.0321,65
2007,developed,gdp_growth,cash,0.3416,65
2007,developed,inflation,equities,0.138,65
2007,developed,inflation,bonds,-0.4654,65
2007,developed,inflation,real_estate,0.2009,65
2007,developed,inflation,commodities,0.0198,65
2007,developed,inflation,cash,0.4847,65
2007,developed,policy_rate,equities,0.149,65
2007,developed,policy_rate,bonds,-0.2245,65
2007,developed,policy_rate,real_estate,-0.0136,65
2007,developed,policy_rate,commodities,-0.0174,65
2007,developed,policy_rate,cash,0.9442,65
2007,developed,unemployment,equities,-0.1804,65
2007,developed,unemployment,bonds,0.3226,65
2007,developed,unemployment,real_estate,-0.0364,65
2007,developed,unemployment,commodities,0.0563,65
2007,developed,unemployment,cash,-0.4198,65
2007,developed,current_account,equities,0.0362,65
2007,developed,current_account,bonds,-0.0735,65
2007,developed,current_account,real_estate,-0.012,65
2007,developed,current_account,commodities,0.1096,65
2007,developed,current_account,cash,-0.0497,65
2007,developed,debt_to_gdp,equities,-0.0786,65
2007,developed,debt_to_gdp,bonds,0.0845,65
2007,developed,debt_to_gdp,real_estate,0.1085,65
2007,developed,debt_to_gdp,commodities,-0.0774,65
2007,developed,debt_to_gdp,cash,0.3196,65
2007,developed,fx_change,equities,0.0773,65
2007,developed,fx_change,bonds,-0.0352,65
2007,developed,fx_change,real_estate,-0.1082,65
2007,developed,fx_change,commodities,-0.1109,65
2007,developed,fx_change,cash,0.0907,65
2007,developed,biz_confidence,equities,0.2796,65
2007,developed,biz_confidence,bonds,-0.0059,65
2007,developed,biz_confidence,real_estate,0.056,65
2007,developed,biz_confidence,commodities,0.0911,65
2007,developed,biz_confidence,cash,0.1758,65
2008,developed,gdp_growth,equities,0.3388,65
2008,developed,gdp_growth,bonds,-0.4017,65
2008,developed,gdp_growth,real_estate,0.457,65
2008,developed,gdp_growth,commodities,0.0687,65
2008,developed,gdp_growth,cash,0.267,65
2008,developed,inflation,equities,-0.1874,65
2008,developed,inflation,bonds,-0.431,65
2008,developed,inflation,real_estate,0.0745,65
2008,developed,inflation,commodities,0.0713,65
2008,developed,inflation,cash,0.4453,65
2008,developed,policy_rate,equities,0.0414,65
2008,developed,policy_rate,bonds,-0.2816,65
2008,developed,policy_rate,real_estate,0.0697,65
2008,developed,policy_rate,commodities,0.0214,65
2008,developed,policy_rate,cash,0.9454,65
2008,developed,unemployment,equities,-0.3269,65
2008,developed,unemployment,bonds,0.403,65
2008,developed,unemployment,real_estate,-0.4077,65
2008,developed,unemployment,commodities,-0.0419,65
2008,developed,unemployment,cash,-0.3867,65
2008,developed,current_account,equities,0.1848,65
2008,developed,current_account,bonds,-0.1203,65
2008,developed,current_account,real_estate,-0.0284,65
2008,developed,current_account,commodities,0.2318,65
2008,developed,current_account,cash,0.0047,65
2008,developed,debt_to_gdp,equities,-0.1975,65
2008,developed,debt_to_gdp,bonds,0.0545,65
2008,developed,debt_to_gdp,real_estate,-0.1069,65
2008,developed,debt_to_gdp,commodities,-0.171,65
2008,developed,debt_to_gdp,cash,0.2809,65
2008,developed,fx_change,equities,0.3492,65
2008,developed,fx_change,bonds,-0.0953,65
2008,developed,fx_change,real_estate,0.2629,65
2008,developed,fx_change,commodities,-0.0312,65
2008,developed,fx_change,cash,0.0456,65
2008,developed,biz_confidence,equities,0.5351,65
2008,developed,biz_confidence,bonds,-0.1567,65
2008,developed,biz_confidence,real_estate,0.3877,65
2008,developed,biz_confidence,commodities,0.0893,65
2008,developed,biz_confidence,cash,0.0888,65
2009,developed,gdp_growth,equities,0.5558,65
2009,developed,gdp_growth,bonds,-0.3959,65
2009,developed,gdp_growth,real_estate,0.6369,65
2009,developed,gdp_growth,commodities,0.0805,65
2009,developed,gdp_growth,cash,0.3081,65
2009,developed,inflation,equities,-0.2312,65
2009,developed,inflation,bonds,-0.3741,65
2009,developed,inflation,real_estate,0.0057,65
2009,developed,inflation,commodities,0.1484,65
2009,developed,inflation,cash,0.4652,65
2009,developed,policy_rate,equities,0.0482,65
2009,developed,policy_rate,bonds,-0.3374,65
2009,developed,policy_rate,real_estate,0.0956,65
2009,developed,policy_rate,commodities,0.02,65
2009,developed,policy_rate,cash,0.9556,65
2009,developed,unemployment,equities,-0.5072,65
2009,developed,unemployment,bonds,0.418,65
2009,developed,unemployment,real_estate,-0.5901,65
2009,developed,unemployment,commodities,-0.0564,65
2009,developed,unemployment,cash,-0.3683,65
2009,developed,current_account,equities,0.0694,65
2009,developed,current_account,bonds,-0.1117,65
2009,developed,current_account,real_estate,-0.0282,65
2009,developed,current_account,commodities,0.1855,65
2009,developed,current_account,cash,-0.1088,65
2009,developed,debt_to_gdp,equities,-0.3018,65
2009,developed,debt_to_gdp,bonds,0.0637,65
2009,developed,debt_to_gdp,real_estate,-0.1981,65
2009,developed,debt_to_gdp,commodities,-0.1212,65
2009,developed,debt_to_gdp,cash,0.1821,65
2009,developed,fx_change,equities,0.4364,65
2009,developed,fx_change,bonds,-0.0924,65
2009,developed,fx_change,real_estate,0.4027,65
2009,developed,fx_change,commodities,-0.0186,65
2009,developed,fx_change,cash,0.0299,65
2009,developed,biz_confidence,equities,0.6636,65
2009,developed,biz_confidence,bonds,-0.2616,65
2009,developed,biz_confidence,real_estate,0.5954,65
2009,developed,biz_confidence,commodities,0.0566,65
2009,developed,biz_confidence,cash,0.1898,65
2010,developed,gdp_growth,equities,0.5246,65
2010,developed,gdp_growth,bonds,-0.3474,65
2010,developed,gdp_growth,real_estate,0.4876,65
2010,developed,gdp_growth,commodities,0.1663,65
2010,developed,gdp_growth,cash,0.3489,65
2010,developed,inflation,equities,-0.1858,65
2010,developed,inflation,bonds,-0.4115,65
2010,developed,inflation,real_estate,-0.079,65
2010,developed,inflation,commodities,0.1637,65
2010,developed,inflation,cash,0.5112,65
2010,developed,policy_rate,equities,-0.0201,65
2010,developed,policy_rate,bonds,-0.3787,65
2010,developed,policy_rate,real_estate,-0.0036,65
2010,developed,policy_rate,commodities,0.2083,65
2010,developed,policy_rate,cash,0.9591,65
2010,developed,unemployment,equities,-0.4563,65
2010,developed,unemployment,bonds,0.3743,65
2010,developed,unemployment,real_estate,-0.4613,65
2010,developed,unemployment,commodities,-0.1345,65
2010,developed,unemployment,cash,-0.3799,65
2010,developed,current_account,equities,0.0283,65
2010,developed,current_account,bonds,-0.0029,65
2010,developed,current_account,real_estate,-0.0475,65
2010,developed,current_account,commodities,0.2048,65
2010,developed,current_account,cash,0.0057,65
2010,developed,debt_to_gdp,equities,-0.3094,65
2010,developed,debt_to_gdp,bonds,-0.0332,65
2010,developed,debt_to_gdp,real_estate,-0.1299,65
2010,developed,debt_to_gdp,commodities,-0.032,65
2010,developed,debt_to_gdp,cash,0.111,65
2010,developed,fx_change,equities,0.3918,65
2010,developed,fx_change,bonds,-0.0683,65
2010,developed,fx_change,real_estate,0.443,65
2010,developed,fx_change,commodities,0.0481,65
2010,developed,fx_change,cash,-0.0097,65
2010,developed,biz_confidence,equities,0.6735,65
2010,developed,biz_confidence,bonds,-0.2478,65
2010,developed,biz_confidence,real_estate,0.4903,65
2010,developed,biz_confidence,commodities,0.0706,65
2010,developed,biz_confidence,cash,0.2556,65
2011,developed,gdp_growth,equities,0.4978,65
2011,developed,gdp_growth,bonds,-0.3027,65
2011,developed,gdp_growth,real_estate,0.3893,65
2011,developed,gdp_growth,commodities,0.1742,65
2011,developed,gdp_growth,cash,0.3344,65
2011,developed,inflation,equities,-0.0903,65
2011,developed,inflation,bonds,-0.4818,65
2011,developed,inflation,real_estate,-0.1233,65
2011,developed,inflation,commodities,0.1792,65
2011,developed,inflation,cash,0.5436,65
2011,developed,policy_rate,equities,-0.0357,65
2011,developed,policy_rate,bonds,-0.427,65
2011,developed,policy_rate,real_estate,-0.1428,65
2011,developed,policy_rate,commodities,0.1703,65
2011,developed,policy_rate,cash,0.9663,65
2011,developed,unemployment,equities,-0.4276,65
2011,developed,unemployment,bonds,0.3357,65
2011,developed,unemployment,real_estate,-0.3822,65
2011,developed,unemployment,commodities,-0.0731,65
2011,developed,unemployment,cash,-0.3477,65
2011,developed,current_account,equities,-0.043,65
2011,developed,current_account,bonds,0.0685,65
2011,developed,current_account,real_estate,-0.1039,65
2011,developed,current_account,commodities,0.0675,65
2011,developed,current_account,cash,0.0313,65
2011,developed,debt_to_gdp,equities,-0.2328,65
2011,developed,debt_to_gdp,bonds,-0.1027,65
2011,developed,debt_to_gdp,real_estate,-0.1931,65
2011,developed,debt_to_gdp,commodities,0.0105,65
2011,developed,debt_to_gdp,cash,0.1268,65
2011,developed,fx_change,equities,0.3606,65
2011,developed,fx_change,bonds,-0.0447,65
2011,developed,fx_change,real_estate,0.441,65
2011,developed,fx_change,commodities,-0.0294,65
2011,developed,fx_change,cash,-0.1509,65
2011,developed,biz_confidence,equities,0.631,65
2011,developed,biz_confidence,bonds,-0.2293,65
2011,developed,biz_confidence,real_estate,0.4736,65
2011,developed,biz_confidence,commodities,0.0763,65
2011,developed,biz_confidence,cash,0.2112,65
2012,developed,gdp_growth,equities,0.2993,65
2012,developed,gdp_growth,bonds,-0.2759,65
2012,developed,gdp_growth,real_estate,0.3003,65
2012,developed,gdp_growth,commodities,0.1856,65
2012,developed,gdp_growth,cash,0.396,65
2012,developed,inflation,equities,-0.0292,65
2012,developed,inflation,bonds,-0.4359,65
2012,developed,inflation,real_estate,0.0138,65
2012,developed,inflation,commodities,0.3569,65
2012,developed,inflation,cash,0.563,65
2012,developed,policy_rate,equities,-0.1331,65
2012,developed,policy_rate,bonds,-0.3542,65
2012,developed,policy_rate,real_estate,-0.1786,65
2012,developed,policy_rate,commodities,0.1988,65
2012,developed,policy_rate,cash,0.9715,65
2012,developed,unemployment,equities,-0.1828,65
2012,developed,unemployment,bonds,0.3059,65
2012,developed,unemployment,real_estate,-0.3047,65
2012,developed,unemployment,commodities,-0.1277,65
2012,developed,unemployment,cash,-0.3317,65
2012,developed,current_account,equities,-0.0005,65
2012,developed,current_account,bonds,0.2261,65
2012,developed,current_account,real_estate,-0.1126,65
2012,developed,current_account,commodities,-0.0643,65
2012,developed,current_account,cash,-0.0068,65
2012,developed,debt_to_gdp,equities,-0.0301,65
2012,developed,debt_to_gdp,bonds,-0.1373,65
2012,developed,debt_to_gdp,real_estate,-0.0138,65
2012,developed,debt_to_gdp,commodities,0.0637,65
2012,developed,debt_to_gdp,cash,0.1553,65
2012,developed,fx_change,equities,0.336,65
2012,developed,fx_change,bonds,0.0005,65
2012,developed,fx_change,real_estate,0.3198,65
2012,developed,fx_change,commodities,0.0521,65
2012,developed,fx_change,cash,-0.12,65
2012,developed,biz_confidence,equities,0.4953,65
2012,developed,biz_confidence,bonds,-0.2902,65
2012,developed,biz_confidence,real_estate,0.4658,65
2012,developed,biz_confidence,commodities,0.0928,65
2012,developed,biz_confidence,cash,0.1802,65
2013,developed,gdp_growth,equities,0.4761,65
2013,developed,gdp_growth,bonds,-0.2587,65
2013,developed,gdp_growth,real_estate,0.2374,65
2013,developed,gdp_growth,commodities,0.2959,65
2013,developed,gdp_growth,cash,0.3374,65
2013,developed,inflation,equities,0.0063,65
2013,developed,inflation,bonds,-0.4153,65
2013,developed,inflation,real_estate,-0.2194,65
2013,developed,inflation,commodities,0.299,65
2013,developed,inflation,cash,0.6385,65
2013,developed,policy_rate,equities,-0.096,65
2013,developed,policy_rate,bonds,-0.2768,65
2013,developed,policy_rate,real_estate,-0.3158,65
2013,developed,policy_rate,commodities,0.1299,65
2013,developed,policy_rate,cash,0.9785,65
2013,developed,unemployment,equities,-0.353,65
2013,developed,unemployment,bonds,0.255,65
2013,developed,unemployment,real_estate,-0.2085,65
2013,developed,unemployment,commodities,-0.2644,65
2013,developed,unemployment,cash,-0.2808,65
2013,developed,current_account,equities,-0.1661,65
2013,developed,current_account,bonds,0.2609,65
2013,developed,current_account,real_estate,-0.078,65
2013,developed,current_account,commodities,-0.2012,65
2013,developed,current_account,cash,0.0244,65
2013,developed,debt_to_gdp,equities,-0.0526,65
2013,developed,debt_to_gdp,bonds,-0.0677,65
2013,developed,debt_to_gdp,real_estate,-0.0235,65
2013,developed,debt_to_gdp,commodities,0.2011,65
2013,developed,debt_to_gdp,cash,0.2406,65
2013,developed,fx_change,equities,0.2642,65
2013,developed,fx_change,bonds,0.0152,65
2013,developed,fx_change,real_estate,0.2488,65
2013,developed,fx_change,commodities,-0.0145,65
2013,developed,fx_change,cash,-0.168,65
2013,developed,biz_confidence,equities,0.5494,65
2013,developed,biz_confidence,bonds,-0.2884,65
2013,developed,biz_confidence,real_estate,0.3513,65
2013,developed,biz_confidence,commodities,0.2116,65
2013,developed,biz_confidence,cash,0.1601,65
2014,developed,gdp_growth,equities,0.3479,65
2014,developed,gdp_growth,bonds,-0.2671,65
2014,developed,gdp_growth,real_estate,-0.1146,65
2014,developed,gdp_growth,commodities,0.3395,65
2014,developed,gdp_growth,cash,0.2652,65
2014,developed,inflation,equities,-0.1353,65
2014,developed,inflation,bonds,-0.4217,65
2014,developed,inflation,real_estate,-0.3002,65
2014,developed,inflation,commodities,0.2548,65
2014,developed,inflation,cash,0.6005,65
2014,developed,policy_rate,equities,-0.1627,65
2014,developed,policy_rate,bonds,-0.2779,65
2014,developed,policy_rate,real_estate,-0.3847,65
2014,developed,policy_rate,commodities,0.1562,65
2014,developed,policy_rate,cash,0.9811,65
2014,developed,unemployment,equities,-0.2687,65
2014,developed,unemployment,bonds,0.2926,65
2014,developed,unemployment,real_estate,0.0811,65
2014,developed,unemployment,commodities,-0.3116,65
2014,developed,unemployment,cash,-0.2416,65
2014,developed,current_account,equities,-0.0974,65
2014,developed,current_account,bonds,0.2465,65
2014,developed,current_account,real_estate,-0.1014,65
2014,developed,current_account,commodities,-0.1614,65
2014,developed,current_account,cash,0.1347,65
2014,developed,debt_to_gdp,equities,-0.088,65
2014,developed,debt_to_gdp,bonds,-0.0969,65
2014,developed,debt_to_gdp,real_estate,-0.1436,65
2014,developed,debt_to_gdp,commodities,0.2014,65
2014,developed,debt_to_gdp,cash,0.3343,65
2014,developed,fx_change,equities,0.0229,65
2014,developed,fx_change,bonds,0.1042,65
2014,developed,fx_change,real_estate,0.0449,65
2014,developed,fx_change,commodities,0.1068,65
2014,developed,fx_change,cash,-0.2771,65
2014,developed,biz_confidence,equities,0.4221,65
2014,developed,biz_confidence,bonds,-0.2392,65
2014,developed,biz_confidence,real_estate,0.0048,65
2014,developed,biz_confidence,commodities,0.2232,65
2014,developed,biz_confidence,cash,0.0509,65
2015,developed,gdp_growth,equities,0.2634,65
2015,developed,gdp_growth,bonds,-0.1487,65
2015,developed,gdp_growth,real_estate,-0.0584,65
2015,developed,gdp_growth,commodities,-0.0328,65
2015,developed,gdp_growth,cash,0.2004,65
2015,developed,inflation,equities,-0.1544,65
2015,developed,inflation,bonds,-0.4035,65
2015,developed,inflation,real_estate,-0.3286,65
2015,developed,inflation,commodities,0.1062,65
2015,developed,inflation,cash,0.5831,65
2015,developed,policy_rate,equities,-0.1732,65
2015,developed,policy_rate,bonds,-0.2315,65
2015,developed,policy_rate,real_estate,-0.4127,65
2015,developed,policy_rate,commodities,-0.0802,65
2015,developed,policy_rate,cash,0.9816,65
2015,developed,unemployment,equities,-0.2813,65
2015,developed,unemployment,bonds,0.1341,65
2015,developed,unemployment,real_estate,-0.0726,65
2015,developed,unemployment,commodities,-0.1117,65
2015,developed,unemployment,cash,-0.1682,65
2015,developed,current_account,equities,-0.1473,65
2015,developed,current_account,bonds,0.2043,65
2015,developed,current_account,real_estate,-0.0551,65
2015,developed,current_account,commodities,-0.1773,65
2015,developed,current_account,cash,0.0996,65
2015,developed,debt_to_gdp,equities,0.0649,65
2015,developed,debt_to_gdp,bonds,-0.0932,65
2015,developed,debt_to_gdp,real_estate,-0.0634,65
2015,developed,debt_to_gdp,commodities,-0.0636,65
2015,developed,debt_to_gdp,cash,0.4199,65
2015,developed,fx_change,equities,0.0262,65
2015,developed,fx_change,bonds,0.0503,65
2015,developed,fx_change,real_estate,-0.0943,65
2015,developed,fx_change,commodities,0.071,65
2015,developed,fx_change,cash,-0.1485,65
2015,developed,biz_confidence,equities,0.3212,65
2015,developed,biz_confidence,bonds,-0.1557,65
2015,developed,biz_confidence,real_estate,0.1392,65
2015,developed,biz_confidence,commodities,-0.0385,65
2015,developed,biz_confidence,cash,-0.0181,65
2016,developed,gdp_growth,equities,0.1821,65
2016,developed,gdp_growth,bonds,-0.1802,65
2016,developed,gdp_growth,real_estate,0.0482,65
2016,developed,gdp_growth,commodities,-0.264,65
2016,developed,gdp_growth,cash,0.2053,65
2016,developed,inflation,equities,-0.1945,65
2016,developed,inflation,bonds,-0.3448,65
2016,developed,inflation,real_estate,-0.314,65
2016,developed,inflation,commodities,-0.0207,65
2016,developed,inflation,cash,0.6026,65
2016,developed,policy_rate,equities,-0.1613,65
2016,developed,policy_rate,bonds,-0.1451,65
2016,developed,policy_rate,real_estate,-0.3668,65
2016,developed,policy_rate,commodities,-0.1809,65
2016,developed,policy_rate,cash,0.9815,65
2016,developed,unemployment,equities,-0.1945,65
2016,developed,unemployment,bonds,0.1581,65
2016,developed,unemployment,real_estate,-0.0689,65
2016,developed,unemployment,commodities,0.0324,65
2016,developed,unemployment,cash,-0.1892,65
2016,developed,current_account,equities,-0.0712,65
2016,developed,current_account,bonds,0.2584,65
2016,developed,current_account,real_estate,0.0511,65
2016,developed,current_account,commodities,-0.0289,65
2016,developed,current_account,cash,0.0187,65
2016,developed,debt_to_gdp,equities,-0.1002,65
2016,developed,debt_to_gdp,bonds,-0.1208,65
2016,developed,debt_to_gdp,real_estate,-0.0616,65
2016,developed,debt_to_gdp,commodities,-0.1574,65
2016,developed,debt_to_gdp,cash,0.5071,65
2016,developed,fx_change,equities,0.1101,65
2016,developed,fx_change,bonds,0.0014,65
2016,developed,fx_change,real_estate,-0.0887,65
2016,developed,fx_change,commodities,0.1007,65
2016,developed,fx_change,cash,-0.1184,65
2016,developed,biz_confidence,equities,0.1521,65
2016,developed,biz_confidence,bonds,-0.267,65
2016,developed,biz_confidence,real_estate,0.1327,65
2016,developed,biz_confidence,commodities,-0.1961,65
2016,developed,biz_confidence,cash,-0.0297,65
2017,developed,gdp_growth,equities,0.1818,65
2017,developed,gdp_growth,bonds,-0.2864,65
2017,developed,gdp_growth,real_estate,0.1091,65
2017,developed,gdp_growth,commodities,-0.2537,65
2017,developed,gdp_growth,cash,0.2597,65
2017,developed,inflation,equities,-0.1996,65
2017,developed,inflation,bonds,-0.2246,65
2017,developed,inflation,real_estate,-0.2534,65
2017,developed,inflation,commodities,-0.1338,65
2017,developed,inflation,cash,0.6173,65
2017,developed,policy_rate,equities,-0.2244,65
2017,developed,policy_rate,bonds,-0.1682,65
2017,developed,policy_rate,real_estate,-0.2771,65
2017,developed,policy_rate,commodities,-0.1886,65
2017,developed,policy_rate,cash,0.9793,65
2017,developed,unemployment,equities,-0.2425,65
2017,developed,unemployment,bonds,0.165,65
2017,developed,unemployment,real_estate,-0.0732,65
2017,developed,unemployment,commodities,0.0186,65
2017,developed,unemployment,cash,-0.2251,65
2017,developed,current_account,equities,-0.1688,65
2017,developed,current_account,bonds,-0.0147,65
2017,developed,current_account,real_estate,0.0353,65
2017,developed,current_account,commodities,0.1395,65
2017,developed,current_account,cash,0.1102,65
2017,developed,debt_to_gdp,equities,-0.2323,65
2017,developed,debt_to_gdp,bonds,-0.1235,65
2017,developed,debt_to_gdp,real_estate,-0.1775,65
2017,developed,debt_to_gdp,commodities,-0.114,65
2017,developed,debt_to_gdp,cash,0.5476,65
2017,developed,fx_change,equities,0.1649,65
2017,developed,fx_change,bonds,-0.0003,65
2017,developed,fx_change,real_estate,-0.0497,65
2017,developed,fx_change,commodities,-0.0444,65
2017,developed,fx_change,cash,-0.0569,65
2017,developed,biz_confidence,equities,0.1453,65
2017,developed,biz_confidence,bonds,-0.2466,65
2017,developed,biz_confidence,real_estate,0.208,65
2017,developed,biz_confidence,commodities,-0.1408,65
2017,developed,biz_confidence,cash,-0.0164,65
2018,developed,gdp_growth,equities,0.1607,65
2018,developed,gdp_growth,bonds,-0.1949,65
2018,developed,gdp_growth,real_estate,0.1836,65
2018,developed,gdp_growth,commodities,-0.1862,65
2018,developed,gdp_growth,cash,0.2723,65
2018,developed,inflation,equities,-0.0368,65
2018,developed,inflation,bonds,-0.2454,65
2018,developed,inflation,real_estate,-0.2295,65
2018,developed,inflation,commodities,-0.1389,65
2018,developed,inflation,cash,0.6344,65
2018,developed,policy_rate,equities,-0.1883,65
2018,developed,policy_rate,bonds,-0.2161,65
2018,developed,policy_rate,real_estate,-0.231,65
2018,developed,policy_rate,commodities,-0.1053,65
2018,developed,policy_rate,cash,0.9769,65
2018,developed,unemployment,equities,-0.1374,65
2018,developed,unemployment,bonds,0.144,65
2018,developed,unemployment,real_estate,-0.1922,65
2018,developed,unemployment,commodities,0.0927,65
2018,developed,unemployment,cash,-0.1817,65
2018,developed,current_account,equities,-0.0511,65
2018,developed,current_account,bonds,-0.0811,65
2018,developed,current_account,real_estate,0.0185,65
2018,developed,current_account,commodities,0.2085,65
2018,developed,current_account,cash,0.1113,65
2018,developed,debt_to_gdp,equities,-0.2159,65
2018,developed,debt_to_gdp,bonds,-0.1015,65
2018,developed,debt_to_gdp,real_estate,-0.1163,65
2018,developed,debt_to_gdp,commodities,-0.0775,65
2018,developed,debt_to_gdp,cash,0.5666,65
2018,developed,fx_change,equities,0.022,65
2018,developed,fx_change,bonds,0.0709,65
2018,developed,fx_change,real_estate,-0.1341,65
2018,developed,fx_change,commodities,-0.0139,65
2018,developed,fx_change,cash,-0.0005,65
2018,developed,biz_confidence,equities,0.0817,65
2018,developed,biz_confidence,bonds,-0.0645,65
2018,developed,biz_confidence,real_estate,0.285,65
2018,developed,biz_confidence,commodities,-0.1538,65
2018,developed,biz_confidence,cash,-0.0009,65
2019,developed,gdp_growth,equities,0.1008,65
2019,developed,gdp_growth,bonds,-0.2997,65
2019,developed,gdp_growth,real_estate,0.0902,65
2019,developed,gdp_growth,commodities,-0.2528,65
2019,developed,gdp_growth,cash,0.3626,65
2019,developed,inflation,equities,0.0486,65
2019,developed,inflation,bonds,-0.1562,65
2019,developed,inflation,real_estate,-0.2531,65
2019,developed,inflation,commodities,-0.2511,65
2019,developed,inflation,cash,0.7034,65
2019,developed,policy_rate,equities,-0.086,65
2019,developed,policy_rate,bonds,-0.2186,65
2019,developed,policy_rate,real_estate,-0.2331,65
2019,developed,policy_rate,commodities,-0.1722,65
2019,developed,policy_rate,cash,0.9732,65
2019,developed,unemployment,equities,-0.0851,65
2019,developed,unemployment,bonds,0.1475,65
2019,developed,unemployment,real_estate,-0.0907,65
2019,developed,unemployment,commodities,0.1732,65
2019,developed,unemployment,cash,-0.2137,65
2019,developed,current_account,equities,-0.0462,65
2019,developed,current_account,bonds,-0.0944,65
2019,developed,current_account,real_estate,0.0558,65
2019,developed,current_account,commodities,0.1799,65
2019,developed,current_account,cash,0.0765,65
2019,developed,debt_to_gdp,equities,-0.2239,65
2019,developed,debt_to_gdp,bonds,-0.1276,65
2019,developed,debt_to_gdp,real_estate,-0.1752,65
2019,developed,debt_to_gdp,commodities,-0.1649,65
2019,developed,debt_to_gdp,cash,0.5675,65
2019,developed,fx_change,equities,0.0449,65
2019,developed,fx_change,bonds,0.0113,65
2019,developed,fx_change,real_estate,-0.1553,65
2019,developed,fx_change,commodities,-0.1465,65
2019,developed,fx_change,cash,0.0126,65
2019,developed,biz_confidence,equities,-0.0275,65
2019,developed,biz_confidence,bonds,-0.0432,65
2019,developed,biz_confidence,real_estate,0.265,65
2019,developed,biz_confidence,commodities,-0.1339,65
2019,developed,biz_confidence,cash,0.0544,65
2020,developed,gdp_growth,equities,0.5073,65
2020,developed,gdp_growth,bonds,-0.5307,65
2020,developed,gdp_growth,real_estate,0.4097,65
2020,developed,gdp_growth,commodities,-0.1487,65
2020,developed,gdp_growth,cash,0.2783,65
2020,developed,inflation,equities,0.1208,65
2020,developed,inflation,bonds,-0.2232,65
2020,developed,inflation,real_estate,-0.2045,65
